"Date","Price","Open","High","Low","Change %"
"Dec 03, 2008","7.194","7.194","7.194","7.194","-3.37%"
"Dec 02, 2008","7.445","7.445","7.445","7.445","-0.98%"
"Dec 01, 2008","7.519","7.519","7.519","7.519","-0.75%"
"Nov 28, 2008","7.576","7.576","7.576","7.576","-0.39%"
"Nov 26, 2008","7.606","7.606","7.606","7.606","-0.74%"
"Nov 25, 2008","7.663","7.663","7.663","7.663","0.91%"
"Nov 24, 2008","7.594","7.594","7.594","7.594","0.84%"
"Nov 21, 2008","7.531","7.531","7.531","7.531","-3.35%"
"Nov 20, 2008","7.792","7.792","7.792","7.792","-0.31%"
"Nov 19, 2008","7.816","7.816","7.816","7.816","-1.50%"
"Nov 18, 2008","7.935","7.935","7.935","7.935","-0.60%"
"Nov 17, 2008","7.983","7.983","7.983","7.983","0.60%"
"Nov 14, 2008","7.935","7.935","7.935","7.935","-2.09%"
"Nov 12, 2008","8.104","8.104","8.104","8.104","-0.52%"
"Nov 11, 2008","8.146","8.146","8.146","8.146","-0.53%"
"Nov 10, 2008","8.189","8.189","8.189","8.189","0.07%"
"Nov 07, 2008","8.183","8.183","8.183","8.183","0.00%"
"Nov 06, 2008","8.183","8.183","8.183","8.183","-0.67%"
"Nov 05, 2008","8.238","8.238","8.238","8.238","1.97%"
"Nov 04, 2008","8.079","8.079","8.079","8.079","0.90%"
"Nov 03, 2008","8.007","8.007","8.007","8.007","1.37%"
"Oct 31, 2008","7.899","7.899","7.899","7.899","-0.27%"
"Oct 29, 2008","7.920","7.920","7.920","7.920","-1.53%"
"Oct 27, 2008","8.043","8.043","8.043","8.043","-3.17%"
"Oct 24, 2008","8.306","8.306","8.306","8.306","3.04%"
"Oct 23, 2008","8.061","8.061","8.061","8.061","-0.52%"
"Oct 22, 2008","8.103","8.103","8.103","8.103","1.27%"
"Oct 20, 2008","8.001","8.001","8.001","8.001","-3.16%"
"Oct 17, 2008","8.262","8.262","8.262","8.262","-0.52%"
"Oct 16, 2008","8.305","8.305","8.305","8.305","-2.14%"
"Oct 15, 2008","8.487","8.487","8.487","8.487","0.22%"
"Oct 14, 2008","8.468","8.468","8.468","8.468","2.20%"
"Oct 13, 2008","8.286","8.286","8.286","8.286","-0.75%"
"Oct 10, 2008","8.349","8.349","8.349","8.349","-1.91%"
"Oct 08, 2008","8.512","8.512","8.512","8.512","-2.19%"
"Oct 07, 2008","8.703","8.703","8.703","8.703","-0.30%"
"Oct 06, 2008","8.729","8.729","8.729","8.729","-2.06%"
"Oct 03, 2008","8.913","8.913","8.913","8.913","-1.90%"
"Oct 01, 2008","9.086","9.086","9.086","9.086","-1.25%"
"Sep 29, 2008","9.201","9.201","9.201","9.201","1.42%"
"Sep 26, 2008","9.072","9.072","9.072","9.072","0.15%"
"Sep 25, 2008","9.058","9.058","9.058","9.058","-0.22%"
"Sep 24, 2008","9.078","9.078","9.078","9.078","2.32%"
"Sep 23, 2008","8.872","8.872","8.872","8.872","-0.88%"
"Sep 22, 2008","8.951","8.951","8.951","8.951","0.74%"
"Sep 19, 2008","8.885","8.885","8.885","8.885","0.30%"
"Sep 18, 2008","8.858","8.858","8.858","8.858","2.55%"
"Sep 17, 2008","8.638","8.638","8.638","8.638","1.05%"
"Sep 16, 2008","8.548","8.548","8.548","8.548","-1.33%"
"Sep 15, 2008","8.663","8.663","8.663","8.663","-2.78%"
"Sep 12, 2008","8.911","8.911","8.911","8.911","0.45%"
"Sep 11, 2008","8.871","8.871","8.871","8.871","-1.47%"
"Sep 10, 2008","9.003","9.003","9.003","9.003","-1.47%"
"Sep 09, 2008","9.137","9.137","9.137","9.137","-1.04%"
"Sep 08, 2008","9.233","9.233","9.233","9.233","-0.51%"
"Sep 05, 2008","9.280","9.280","9.280","9.280","0.52%"
"Sep 04, 2008","9.232","9.232","9.232","9.232","-1.90%"
"Sep 02, 2008","9.411","9.411","9.411","9.411","-0.59%"
"Sep 01, 2008","9.467","9.467","9.467","9.467","-1.03%"
"Aug 29, 2008","9.566","9.566","9.566","9.566","0.16%"
"Aug 28, 2008","9.551","9.551","9.551","9.551","-0.74%"
"Aug 27, 2008","9.622","9.622","9.622","9.622","0.45%"
"Aug 26, 2008","9.579","9.579","9.579","9.579","-0.45%"
"Aug 25, 2008","9.622","9.622","9.622","9.622","0.16%"
"Aug 22, 2008","9.607","9.607","9.607","9.607","-0.73%"
"Aug 21, 2008","9.678","9.678","9.678","9.678","0.45%"
"Aug 20, 2008","9.635","9.635","9.635","9.635","0.29%"
"Aug 18, 2008","9.607","9.607","9.607","9.607","-0.44%"
"Aug 14, 2008","9.649","9.649","9.649","9.649","0.74%"
"Aug 13, 2008","9.578","9.578","9.578","9.578","1.34%"
"Aug 12, 2008","9.451","9.451","9.451","9.451","0.75%"
"Aug 11, 2008","9.381","9.381","9.381","9.381","-1.33%"
"Aug 08, 2008","9.507","9.507","9.507","9.507","-0.80%"
"Aug 07, 2008","9.584","9.584","9.584","9.584","0.60%"
"Aug 06, 2008","9.527","9.527","9.527","9.527","0.00%"
"Aug 05, 2008","9.527","9.527","9.527","9.527","-1.83%"
"Aug 04, 2008","9.705","9.705","9.705","9.705","-0.66%"
"Aug 01, 2008","9.769","9.769","9.769","9.769","-0.66%"
"Jul 31, 2008","9.834","9.834","9.834","9.834","0.18%"
"Jul 30, 2008","9.816","9.816","9.816","9.816","-0.92%"
"Jul 29, 2008","9.907","9.907","9.907","9.907","2.70%"
"Jul 28, 2008","9.647","9.647","9.647","9.647","-0.43%"
"Jul 25, 2008","9.689","9.689","9.689","9.689","0.81%"
"Jul 24, 2008","9.611","9.611","9.611","9.611","-0.15%"
"Jul 23, 2008","9.625","9.625","9.625","9.625","-1.03%"
"Jul 22, 2008","9.725","9.725","9.725","9.725","0.75%"
"Jul 21, 2008","9.653","9.653","9.653","9.653","-0.59%"
"Jul 18, 2008","9.710","9.710","9.710","9.710","-0.81%"
"Jul 17, 2008","9.789","9.789","9.789","9.789","-0.44%"
"Jul 16, 2008","9.832","9.832","9.832","9.832","-0.60%"
"Jul 15, 2008","9.891","9.891","9.891","9.891","0.83%"
"Jul 14, 2008","9.810","9.810","9.810","9.810","-0.52%"
"Jul 11, 2008","9.861","9.861","9.861","9.861","1.05%"
"Jul 10, 2008","9.759","9.759","9.759","9.759","1.34%"
"Jul 09, 2008","9.630","9.630","9.630","9.630","0.44%"
"Jul 08, 2008","9.588","9.588","9.588","9.588","1.04%"
"Jul 07, 2008","9.489","9.489","9.489","9.489","0.44%"
"Jul 04, 2008","9.447","9.447","9.447","9.447","1.04%"
"Jul 03, 2008","9.350","9.350","9.350","9.350","0.30%"
"Jul 02, 2008","9.322","9.322","9.322","9.322","0.29%"
"Jul 01, 2008","9.295","9.295","9.295","9.295","1.26%"
"Jun 30, 2008","9.179","9.179","9.179","9.179","0.30%"
"Jun 27, 2008","9.152","9.152","9.152","9.152","0.44%"
"Jun 26, 2008","9.112","9.112","9.112","9.112","0.30%"
"Jun 25, 2008","9.085","9.085","9.085","9.085","1.18%"
"Jun 24, 2008","8.979","8.979","8.979","8.979","-0.21%"
"Jun 23, 2008","8.998","8.998","8.998","8.998","2.23%"
"Jun 20, 2008","8.802","8.802","8.802","8.802","1.78%"
"Jun 19, 2008","8.648","8.648","8.648","8.648","1.03%"
"Jun 18, 2008","8.560","8.560","8.560","8.560","0.15%"
"Jun 17, 2008","8.547","8.547","8.547","8.547","-0.08%"
"Jun 16, 2008","8.554","8.554","8.554","8.554","-0.95%"
"Jun 13, 2008","8.636","8.636","8.636","8.636","1.11%"
"Jun 12, 2008","8.541","8.541","8.541","8.541","0.89%"
"Jun 11, 2008","8.466","8.466","8.466","8.466","-0.29%"
"Jun 10, 2008","8.491","8.491","8.491","8.491","0.07%"
"Jun 09, 2008","8.485","8.485","8.485","8.485","0.30%"
"Jun 06, 2008","8.460","8.460","8.460","8.460","0.67%"
"Jun 05, 2008","8.404","8.404","8.404","8.404","0.37%"
"Jun 04, 2008","8.373","8.373","8.373","8.373","0.14%"
"Jun 03, 2008","8.361","8.361","8.361","8.361","0.36%"
"Jun 02, 2008","8.331","8.331","8.331","8.331","-0.36%"
"May 30, 2008","8.361","8.361","8.361","8.361","0.14%"
"May 29, 2008","8.349","8.349","8.349","8.349","0.22%"
"May 28, 2008","8.331","8.331","8.331","8.331","-0.22%"
"May 27, 2008","8.349","8.349","8.349","8.349","0.66%"
"May 26, 2008","8.294","8.294","8.294","8.294","0.14%"
"May 23, 2008","8.282","8.282","8.282","8.282","0.00%"
"May 22, 2008","8.282","8.282","8.282","8.282","0.66%"
"May 21, 2008","8.228","8.228","8.228","8.228","0.37%"
"May 20, 2008","8.198","8.198","8.198","8.198","-0.07%"
"May 16, 2008","8.204","8.204","8.204","8.204","0.29%"
"May 15, 2008","8.180","8.180","8.180","8.180","0.44%"
"May 14, 2008","8.144","8.144","8.144","8.144","0.30%"
"May 13, 2008","8.120","8.120","8.120","8.120","-0.59%"
"May 12, 2008","8.168","8.168","8.168","8.168","-0.51%"
"May 09, 2008","8.210","8.210","8.210","8.210","-0.15%"
"May 08, 2008","8.222","8.222","8.222","8.222","0.59%"
"May 07, 2008","8.174","8.174","8.174","8.174","0.07%"
"May 06, 2008","8.168","8.168","8.168","8.168","-0.15%"
"May 05, 2008","8.180","8.180","8.180","8.180","-0.87%"
"May 02, 2008","8.252","8.252","8.252","8.252","-0.43%"
"Apr 30, 2008","8.288","8.288","8.288","8.288","-0.44%"
"Apr 29, 2008","8.325","8.325","8.325","8.325","-1.60%"
"Apr 28, 2008","8.460","8.460","8.460","8.460","-0.44%"
"Apr 25, 2008","8.497","8.497","8.497","8.497","-0.22%"
"Apr 24, 2008","8.516","8.516","8.516","8.516","0.38%"
"Apr 23, 2008","8.484","8.484","8.484","8.484","1.17%"
"Apr 22, 2008","8.386","8.386","8.386","8.386","-1.45%"
"Apr 21, 2008","8.509","8.509","8.509","8.509","0.59%"
"Apr 17, 2008","8.459","8.459","8.459","8.459","0.44%"
"Apr 16, 2008","8.422","8.422","8.422","8.422","0.59%"
"Apr 15, 2008","8.373","8.373","8.373","8.373","-0.14%"
"Apr 11, 2008","8.385","8.385","8.385","8.385","0.37%"
"Apr 10, 2008","8.354","8.354","8.354","8.354","0.22%"
"Apr 09, 2008","8.336","8.336","8.336","8.336","-0.14%"
"Apr 08, 2008","8.348","8.348","8.348","8.348","-0.23%"
"Apr 07, 2008","8.367","8.367","8.367","8.367","0.23%"
"Apr 04, 2008","8.348","8.348","8.348","8.348","1.69%"
"Apr 03, 2008","8.209","8.209","8.209","8.209","-0.22%"
"Apr 02, 2008","8.227","8.227","8.227","8.227","0.00%"
"Mar 31, 2008","8.227","8.227","8.227","8.227","0.55%"
"Mar 28, 2008","8.182","8.182","8.182","8.182","1.29%"
"Mar 27, 2008","8.078","8.078","8.078","8.078","-0.07%"
"Mar 26, 2008","8.084","8.084","8.084","8.084","0.74%"
"Mar 25, 2008","8.025","8.025","8.025","8.025","0.44%"
"Mar 24, 2008","7.990","7.990","7.990","7.990","1.47%"
"Mar 19, 2008","7.874","7.874","7.874","7.874","0.08%"
"Mar 18, 2008","7.868","7.868","7.868","7.868","-0.29%"
"Mar 17, 2008","7.891","7.891","7.891","7.891","0.28%"
"Mar 14, 2008","7.869","7.869","7.869","7.869","0.67%"
"Mar 13, 2008","7.817","7.817","7.817","7.817","0.22%"
"Mar 12, 2008","7.800","7.800","7.800","7.800","-0.59%"
"Mar 11, 2008","7.846","7.846","7.846","7.846","-0.08%"
"Mar 10, 2008","7.852","7.852","7.852","7.852","0.52%"
"Mar 07, 2008","7.811","7.811","7.811","7.811","0.36%"
"Mar 05, 2008","7.783","7.783","7.783","7.783","-0.29%"
"Mar 04, 2008","7.806","7.806","7.806","7.806","0.64%"
"Mar 03, 2008","7.756","7.756","7.756","7.756","-0.64%"
"Feb 29, 2008","7.806","7.806","7.806","7.806","-0.33%"
"Feb 28, 2008","7.832","7.832","7.832","7.832","-0.41%"
"Feb 27, 2008","7.864","7.864","7.864","7.864","0.09%"
"Feb 26, 2008","7.857","7.857","7.857","7.857","0.06%"
"Feb 25, 2008","7.852","7.852","7.852","7.852","-0.29%"
"Feb 22, 2008","7.875","7.875","7.875","7.875","0.87%"
"Feb 21, 2008","7.807","7.807","7.807","7.807","-0.28%"
"Feb 20, 2008","7.829","7.829","7.829","7.829","0.95%"
"Feb 19, 2008","7.755","7.755","7.755","7.755","0.06%"
"Feb 18, 2008","7.750","7.750","7.750","7.750","-0.95%"
"Feb 15, 2008","7.824","7.824","7.824","7.824","2.21%"
"Feb 14, 2008","7.655","7.655","7.655","7.655","0.25%"
"Feb 13, 2008","7.636","7.636","7.636","7.636","-0.09%"
"Feb 12, 2008","7.643","7.643","7.643","7.643","0.35%"
"Feb 11, 2008","7.616","7.616","7.616","7.616","-0.14%"
"Feb 08, 2008","7.627","7.627","7.627","7.627","-0.26%"
"Feb 07, 2008","7.647","7.647","7.647","7.647","-0.39%"
"Feb 06, 2008","7.677","7.677","7.677","7.677","-0.44%"
"Feb 05, 2008","7.711","7.711","7.711","7.711","-0.08%"
"Feb 04, 2008","7.717","7.717","7.717","7.717","0.51%"
"Feb 01, 2008","7.678","7.678","7.678","7.678","-0.58%"
"Jan 31, 2008","7.723","7.723","7.723","7.723","-0.76%"
"Jan 30, 2008","7.782","7.782","7.782","7.782","0.91%"
"Jan 29, 2008","7.712","7.712","7.712","7.712","1.25%"
"Jan 28, 2008","7.617","7.617","7.617","7.617","0.44%"
"Jan 25, 2008","7.584","7.584","7.584","7.584","0.40%"
"Jan 24, 2008","7.554","7.554","7.554","7.554","0.12%"
"Jan 23, 2008","7.545","7.545","7.545","7.545","-0.95%"
"Jan 22, 2008","7.617","7.617","7.617","7.617","-0.95%"
"Jan 21, 2008","7.690","7.690","7.690","7.690","-0.14%"
"Jan 18, 2008","7.701","7.701","7.701","7.701","0.14%"
"Jan 17, 2008","7.690","7.690","7.690","7.690","-0.08%"
"Jan 16, 2008","7.696","7.696","7.696","7.696","0.22%"
"Jan 15, 2008","7.679","7.679","7.679","7.679","0.29%"
"Jan 14, 2008","7.657","7.657","7.657","7.657","-0.44%"
"Jan 11, 2008","7.691","7.691","7.691","7.691","-0.63%"
"Jan 10, 2008","7.740","7.740","7.740","7.740","-0.88%"
"Jan 09, 2008","7.809","7.809","7.809","7.809","-0.15%"
"Jan 08, 2008","7.821","7.821","7.821","7.821","0.08%"
"Jan 07, 2008","7.815","7.815","7.815","7.815","-1.09%"
"Jan 04, 2008","7.901","7.901","7.901","7.901","-0.40%"
"Jan 03, 2008","7.933","7.933","7.933","7.933","0.20%"
"Jan 02, 2008","7.917","7.917","7.917","7.917","0.06%"
"Jan 01, 2008","7.912","7.912","7.912","7.912","-0.63%"
"Dec 31, 2007","7.962","7.962","7.962","7.962","-0.76%"
"Dec 28, 2007","8.023","8.023","8.023","8.023","-0.55%"
"Dec 27, 2007","8.067","8.067","8.067","8.067","0.05%"
"Dec 26, 2007","8.063","8.063","8.063","8.063","0.10%"
"Dec 24, 2007","8.055","8.055","8.055","8.055","0.01%"
"Dec 20, 2007","8.054","8.054","8.054","8.054","-0.11%"
"Dec 19, 2007","8.063","8.063","8.063","8.063","0.04%"
"Dec 18, 2007","8.060","8.060","8.060","8.060","-0.14%"
"Dec 17, 2007","8.071","8.071","8.071","8.071","-0.35%"
"Dec 14, 2007","8.099","8.099","8.099","8.099","0.24%"
"Dec 13, 2007","8.080","8.080","8.080","8.080","-0.01%"
"Dec 12, 2007","8.081","8.081","8.081","8.081","-0.04%"
"Dec 11, 2007","8.084","8.084","8.084","8.084","0.17%"
"Dec 10, 2007","8.070","8.070","8.070","8.070","-0.04%"
"Dec 07, 2007","8.073","8.073","8.073","8.073","-0.02%"
"Dec 06, 2007","8.075","8.075","8.075","8.075","0.10%"
"Dec 05, 2007","8.067","8.067","8.067","8.067","-0.48%"
"Dec 04, 2007","8.106","8.106","8.106","8.106","-0.30%"
"Dec 03, 2007","8.130","8.130","8.130","8.130","-0.51%"
"Nov 30, 2007","8.172","8.172","8.172","8.172","-0.17%"
"Nov 29, 2007","8.186","8.186","8.186","8.186","0.06%"
"Nov 28, 2007","8.181","8.181","8.181","8.181","0.11%"
"Nov 27, 2007","8.172","8.172","8.172","8.172","0.15%"
"Nov 26, 2007","8.160","8.160","8.160","8.160","-0.33%"
"Nov 23, 2007","8.187","8.187","8.187","8.187","-0.07%"
"Nov 22, 2007","8.193","8.193","8.193","8.193","-0.49%"
"Nov 21, 2007","8.233","8.233","8.233","8.233","0.54%"
"Nov 20, 2007","8.189","8.189","8.189","8.189","-0.16%"
"Nov 19, 2007","8.202","8.202","8.202","8.202","-0.06%"
"Nov 16, 2007","8.207","8.207","8.207","8.207","0.15%"
"Nov 15, 2007","8.195","8.195","8.195","8.195","0.04%"
"Nov 14, 2007","8.192","8.192","8.192","8.192","-0.28%"
"Nov 13, 2007","8.215","8.215","8.215","8.215","0.24%"
"Nov 12, 2007","8.195","8.195","8.195","8.195","0.15%"
"Nov 08, 2007","8.183","8.183","8.183","8.183","0.11%"
"Nov 07, 2007","8.174","8.174","8.174","8.174","-0.11%"
"Nov 06, 2007","8.183","8.183","8.183","8.183","0.26%"
"Nov 05, 2007","8.162","8.162","8.162","8.162","0.41%"
"Nov 02, 2007","8.129","8.129","8.129","8.129","-0.04%"
"Nov 01, 2007","8.132","8.132","8.132","8.132","-0.09%"
"Oct 31, 2007","8.139","8.139","8.139","8.139","0.31%"
"Oct 30, 2007","8.114","8.114","8.114","8.114","0.25%"
"Oct 29, 2007","8.094","8.094","8.094","8.094","-0.66%"
"Oct 26, 2007","8.148","8.148","8.148","8.148","-0.17%"
"Oct 25, 2007","8.162","8.162","8.162","8.162","-0.06%"
"Oct 24, 2007","8.167","8.167","8.167","8.167","0.10%"
"Oct 23, 2007","8.159","8.159","8.159","8.159","-0.29%"
"Oct 22, 2007","8.183","8.183","8.183","8.183","-0.21%"
"Oct 19, 2007","8.200","8.200","8.200","8.200","0.04%"
"Oct 18, 2007","8.197","8.197","8.197","8.197","-0.07%"
"Oct 17, 2007","8.203","8.203","8.203","8.203","0.11%"
"Oct 16, 2007","8.194","8.194","8.194","8.194","0.00%"
"Oct 15, 2007","8.194","8.194","8.194","8.194","0.07%"
"Oct 12, 2007","8.188","8.188","8.188","8.188","0.04%"
"Oct 11, 2007","8.185","8.185","8.185","8.185","0.00%"
"Oct 10, 2007","8.185","8.185","8.185","8.185","-0.13%"
"Oct 09, 2007","8.196","8.196","8.196","8.196","0.00%"
"Oct 08, 2007","8.196","8.196","8.196","8.196","0.13%"
"Oct 05, 2007","8.185","8.185","8.185","8.185","0.15%"
"Oct 04, 2007","8.173","8.173","8.173","8.173","0.07%"
"Oct 03, 2007","8.167","8.167","8.167","8.167","-0.28%"
"Oct 01, 2007","8.190","8.190","8.190","8.190","0.10%"
"Sep 28, 2007","8.182","8.182","8.182","8.182","0.00%"
"Sep 27, 2007","8.182","8.182","8.182","8.182","-0.04%"
"Sep 26, 2007","8.185","8.185","8.185","8.185","-0.26%"
"Sep 25, 2007","8.206","8.206","8.206","8.206","0.55%"
"Sep 24, 2007","8.161","8.161","8.161","8.161","0.46%"
"Sep 21, 2007","8.124","8.124","8.124","8.124","0.22%"
"Sep 20, 2007","8.106","8.106","8.106","8.106","-0.15%"
"Sep 19, 2007","8.118","8.118","8.118","8.118","-0.07%"
"Sep 18, 2007","8.124","8.124","8.124","8.124","-0.07%"
"Sep 17, 2007","8.130","8.130","8.130","8.130","-0.21%"
"Sep 14, 2007","8.147","8.147","8.147","8.147","-0.10%"
"Sep 13, 2007","8.155","8.155","8.155","8.155","0.25%"
"Sep 12, 2007","8.135","8.135","8.135","8.135","-0.22%"
"Sep 11, 2007","8.153","8.153","8.153","8.153","0.64%"
"Sep 10, 2007","8.101","8.101","8.101","8.101","-0.28%"
"Sep 07, 2007","8.124","8.124","8.124","8.124","-0.21%"
"Sep 06, 2007","8.141","8.141","8.141","8.141","0.00%"
"Sep 05, 2007","8.141","8.141","8.141","8.141","0.07%"
"Sep 04, 2007","8.135","8.135","8.135","8.135","0.21%"
"Sep 03, 2007","8.118","8.118","8.118","8.118","0.04%"
"Aug 31, 2007","8.115","8.115","8.115","8.115","-0.18%"
"Aug 30, 2007","8.130","8.130","8.130","8.130","0.22%"
"Aug 29, 2007","8.112","8.112","8.112","8.112","0.19%"
"Aug 28, 2007","8.097","8.097","8.097","8.097","-0.12%"
"Aug 27, 2007","8.107","8.107","8.107","8.107","0.00%"
"Aug 24, 2007","8.107","8.107","8.107","8.107","0.07%"
"Aug 23, 2007","8.101","8.101","8.101","8.101","0.00%"
"Aug 22, 2007","8.101","8.101","8.101","8.101","-0.56%"
"Aug 21, 2007","8.147","8.147","8.147","8.147","-0.50%"
"Aug 17, 2007","8.188","8.188","8.188","8.188","-0.35%"
"Aug 16, 2007","8.217","8.217","8.217","8.217","0.35%"
"Aug 14, 2007","8.188","8.188","8.188","8.188","0.21%"
"Aug 13, 2007","8.171","8.171","8.171","8.171","0.00%"
"Aug 10, 2007","8.171","8.171","8.171","8.171","0.00%"
"Aug 09, 2007","8.171","8.171","8.171","8.171","0.36%"
"Aug 08, 2007","8.142","8.142","8.142","8.142","0.89%"
"Aug 07, 2007","8.070","8.070","8.070","8.070","-0.11%"
"Aug 06, 2007","8.079","8.079","8.079","8.079","-0.21%"
"Aug 03, 2007","8.096","8.096","8.096","8.096","-0.85%"
"Aug 02, 2007","8.165","8.165","8.165","8.165","0.36%"
"Aug 01, 2007","8.136","8.136","8.136","8.136","1.43%"
"Jul 31, 2007","8.021","8.021","8.021","8.021","-0.95%"
"Jul 30, 2007","8.098","8.098","8.098","8.098","0.31%"
"Jul 27, 2007","8.073","8.073","8.073","8.073","-0.10%"
"Jul 26, 2007","8.081","8.081","8.081","8.081","0.39%"
"Jul 25, 2007","8.050","8.050","8.050","8.050","-0.07%"
"Jul 24, 2007","8.056","8.056","8.056","8.056","0.86%"
"Jul 23, 2007","7.987","7.987","7.987","7.987","-0.52%"
"Jul 20, 2007","8.029","8.029","8.029","8.029","-0.10%"
"Jul 19, 2007","8.037","8.037","8.037","8.037","0.49%"
"Jul 18, 2007","7.998","7.998","7.998","7.998","-0.89%"
"Jul 17, 2007","8.070","8.070","8.070","8.070","-0.53%"
"Jul 16, 2007","8.113","8.113","8.113","8.113","-0.72%"
"Jul 13, 2007","8.172","8.172","8.172","8.172","0.27%"
"Jul 12, 2007","8.150","8.150","8.150","8.150","0.23%"
"Jul 11, 2007","8.131","8.131","8.131","8.131","-0.28%"
"Jul 10, 2007","8.154","8.154","8.154","8.154","0.49%"
"Jul 09, 2007","8.114","8.114","8.114","8.114","-0.53%"
"Jul 06, 2007","8.157","8.157","8.157","8.157","-0.07%"
"Jul 05, 2007","8.163","8.163","8.163","8.163","-0.63%"
"Jul 04, 2007","8.215","8.215","8.215","8.215","-0.57%"
"Jul 03, 2007","8.262","8.262","8.262","8.262","-0.40%"
"Jul 02, 2007","8.295","8.295","8.295","8.295","-0.92%"
"Jun 29, 2007","8.372","8.372","8.372","8.372","-0.07%"
"Jun 28, 2007","8.378","8.378","8.378","8.378","-0.21%"
"Jun 27, 2007","8.396","8.396","8.396","8.396","0.38%"
"Jun 26, 2007","8.364","8.364","8.364","8.364","0.34%"
"Jun 25, 2007","8.336","8.336","8.336","8.336","-0.36%"
"Jun 22, 2007","8.366","8.366","8.366","8.366","-0.43%"
"Jun 21, 2007","8.402","8.402","8.402","8.402","0.13%"
"Jun 20, 2007","8.391","8.391","8.391","8.391","0.13%"
"Jun 19, 2007","8.380","8.380","8.380","8.380","0.55%"
"Jun 18, 2007","8.334","8.334","8.334","8.334","-0.63%"
"Jun 15, 2007","8.387","8.387","8.387","8.387","0.06%"
"Jun 14, 2007","8.382","8.382","8.382","8.382","-0.59%"
"Jun 13, 2007","8.432","8.432","8.432","8.432","0.20%"
"Jun 12, 2007","8.415","8.415","8.415","8.415","0.12%"
"Jun 11, 2007","8.405","8.405","8.405","8.405","0.92%"
"Jun 08, 2007","8.328","8.328","8.328","8.328","-0.13%"
"Jun 07, 2007","8.339","8.339","8.339","8.339","-0.12%"
"Jun 06, 2007","8.349","8.349","8.349","8.349","0.65%"
"Jun 05, 2007","8.295","8.295","8.295","8.295","0.10%"
"Jun 04, 2007","8.287","8.287","8.287","8.287","0.08%"
"Jun 01, 2007","8.280","8.280","8.280","8.280","-0.08%"
"May 31, 2007","8.287","8.287","8.287","8.287","-0.47%"
"May 30, 2007","8.326","8.326","8.326","8.326","-0.02%"
"May 29, 2007","8.328","8.328","8.328","8.328","0.46%"
"May 28, 2007","8.290","8.290","8.290","8.290","-0.61%"
"May 25, 2007","8.341","8.341","8.341","8.341","0.48%"
"May 24, 2007","8.301","8.301","8.301","8.301","-0.50%"
"May 23, 2007","8.343","8.343","8.343","8.343","0.14%"
"May 22, 2007","8.331","8.331","8.331","8.331","0.07%"
